,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,LotFrontage,LotArea,Street,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice,TotalBathroom,TotalPorch,Remodel,Age,IsNew,NeighborType,TotalArea,MSSubClass_1 story 1946+,MSSubClass_1 story PUD 1946+,"MSSubClass_1,5 story fin","MSSubClass_1,5 story unf",MSSubClass_2 family conversion,MSSubClass_2 story 1945-,MSSubClass_2 story 1946+,MSSubClass_2 story PUD 1946+,"MSSubClass_2,5 story all ages",MSSubClass_duplex all style/age,MSSubClass_split foyer,MSSubClass_split/multi level,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition2_Norm,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofMatl_CompShg,RoofMatl_Tar&Grv,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Electrical_FuseA,Electrical_FuseF,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Shed,SaleType_New,SaleType_WD,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
626,626,626,626,626,626,627,73.0,12342,1,2,2,5,5,1960,1978,0,0.0,3,3,3,3,1,1,0,1,0,978,978,3,1,1422,0,0,1422,0,0,1,0,3,1,3,6,6,1,3,1960.0,2,1,286,3,3,2,0,0,36,0,0,0,0,600,8,2007,139900,1.0,36,1,29,0,1,2400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
627,627,627,627,627,627,628,80.0,9600,1,3,2,6,6,1955,1972,1,164.0,3,3,3,3,3,4,674,2,132,350,1156,5,1,1520,0,0,1520,1,0,1,0,3,1,3,7,7,2,4,1955.0,2,1,364,3,3,2,0,0,189,0,0,0,0,0,3,2010,153000,2.0,189,1,38,0,1,2676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
628,628,628,628,628,628,629,70.0,11606,1,2,0,5,5,1969,1969,1,192.0,3,3,4,3,3,3,650,1,0,390,1040,3,1,1040,1040,0,2080,0,1,1,2,5,1,2,9,7,2,3,1969.0,1,2,504,3,3,2,335,0,0,0,0,0,0,0,9,2007,135000,2.5,0,0,38,0,1,3120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
629,629,629,629,629,629,630,82.0,9020,1,3,2,6,5,1964,1964,1,259.0,3,3,3,3,4,6,624,3,336,288,1248,3,1,1350,0,0,1350,1,0,1,1,3,1,3,6,7,0,0,1964.0,2,2,520,3,3,2,176,0,0,0,0,0,0,0,6,2008,168500,2.5,0,0,44,0,1,2598,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
630,630,630,630,630,630,631,50.0,9000,1,3,2,5,6,1880,1991,0,0.0,3,3,2,2,1,1,0,1,0,636,636,3,1,1089,661,0,1750,0,0,1,0,3,1,5,8,7,0,0,1937.0,1,1,240,2,1,0,0,0,293,0,0,0,0,0,6,2006,124000,1.0,293,1,15,0,1,2386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
631,631,631,631,631,631,632,34.0,4590,1,3,2,8,5,2006,2006,2,108.0,4,3,4,4,2,6,24,1,0,1530,1554,5,1,1554,0,0,1554,0,0,2,0,2,1,4,6,7,1,4,2006.0,2,2,627,3,3,2,156,73,0,0,0,0,0,0,8,2007,209500,2.0,73,0,1,0,2,3108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
632,632,632,632,632,632,633,85.0,11900,1,3,2,7,5,1977,1977,1,209.0,3,4,3,3,1,5,822,1,0,564,1386,3,1,1411,0,0,1411,0,0,2,0,3,1,3,6,7,1,3,1977.0,3,2,544,3,3,2,192,0,0,0,0,0,0,0,4,2009,82500,2.0,0,0,32,0,1,2797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
633,633,633,633,633,633,634,80.0,9250,1,3,2,5,7,1954,2005,0,0.0,3,3,3,3,1,4,480,2,468,108,1056,3,1,1056,0,0,1056,0,1,1,0,3,1,3,6,7,0,0,1954.0,1,1,260,3,3,2,390,0,0,0,0,0,0,0,7,2007,139400,1.5,0,1,2,0,1,2112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
634,634,634,634,634,634,635,64.0,6979,1,3,2,6,5,1980,1980,0,0.0,3,3,3,3,1,6,1056,1,0,0,1056,4,1,1056,0,0,1056,2,0,0,0,0,2,3,4,7,0,0,1980.0,1,2,576,3,3,2,264,56,0,0,0,0,0,600,6,2010,144000,2.0,56,0,30,0,1,2112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
635,635,635,635,635,635,636,60.0,10896,1,3,2,6,7,1914,1995,0,0.0,2,3,3,2,1,2,256,1,0,1184,1440,5,1,1440,1440,515,3395,0,0,2,0,8,2,2,14,7,0,0,1914.0,0,0,0,3,3,0,0,110,0,0,0,0,0,0,3,2007,200000,2.0,110,1,12,0,1,4835,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
636,636,636,636,636,636,637,51.0,6120,1,3,2,2,3,1936,1950,0,0.0,2,2,3,2,1,1,0,1,0,264,264,2,0,800,0,0,800,0,0,1,0,1,1,2,4,3,1,1,1936.0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,2009,60000,1.0,0,1,59,0,1,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
637,637,637,637,637,637,638,50.0,6000,1,3,2,5,4,1954,1954,0,0.0,3,3,3,3,1,1,0,1,0,811,811,3,1,811,576,0,1387,0,0,2,0,3,2,4,7,7,0,0,1954.0,1,1,256,3,3,2,0,0,0,0,0,0,0,0,11,2009,93000,2.0,0,0,55,0,1,2198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
638,638,638,638,638,638,639,67.0,8777,1,3,2,5,7,1910,1950,0,0.0,3,3,2,3,1,1,0,1,0,796,796,4,1,796,0,0,796,0,0,1,0,2,1,3,4,7,0,0,1910.0,0,0,0,3,3,1,328,0,164,0,0,0,0,0,5,2008,85000,1.0,164,1,58,0,1,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
639,639,639,639,639,639,640,53.0,3982,1,3,2,8,5,2006,2006,0,0.0,4,3,4,4,3,6,1154,1,0,366,1520,5,1,1567,0,0,1567,1,0,2,0,1,1,5,7,7,1,4,2006.0,3,3,648,3,3,2,312,0,0,0,0,0,0,0,10,2006,264561,3.0,0,0,0,1,1,3087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
640,640,640,640,640,640,641,62.0,12677,1,2,2,8,5,2003,2004,1,472.0,5,3,5,3,4,6,1218,1,0,300,1518,5,1,1518,0,0,1518,0,0,1,1,1,1,5,6,7,1,4,2003.0,2,2,588,3,3,2,185,140,0,0,0,0,0,0,4,2008,274000,1.5,140,1,4,0,2,3036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
641,641,641,641,641,641,642,73.5,7050,1,3,2,7,5,2001,2001,0,0.0,4,3,4,3,1,6,738,1,0,319,1057,5,1,1057,872,0,1929,1,0,2,1,3,1,4,7,7,1,3,2001.0,3,2,650,3,3,2,0,235,0,0,0,0,0,0,5,2007,226000,3.5,235,0,6,0,1,2986,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
642,642,642,642,642,642,643,75.0,13860,1,3,2,8,7,1972,1995,0,0.0,4,3,4,3,4,6,1410,1,0,542,1952,4,1,2000,704,0,2704,1,0,2,1,4,1,5,9,7,3,3,1972.0,3,2,538,3,3,2,269,111,0,0,0,0,0,0,7,2009,345000,3.5,111,1,14,0,1,4656,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
643,643,643,643,643,643,644,80.0,10793,1,3,2,5,5,1969,1969,1,263.0,3,3,3,3,1,3,493,4,287,0,780,5,1,780,840,0,1620,0,0,2,1,4,1,3,7,6,0,0,1969.0,3,2,462,3,3,2,208,0,0,0,0,0,0,0,4,2007,152000,2.5,0,0,38,0,1,2400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
644,644,644,644,644,644,645,85.0,9187,1,3,2,9,5,2009,2009,2,162.0,5,3,5,3,2,6,1121,1,0,645,1766,5,1,1766,0,0,1766,1,0,2,1,2,1,5,7,7,1,4,2009.0,3,3,478,3,3,2,195,130,0,0,0,0,0,0,10,2009,370878,3.5,130,0,0,1,1,3532,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
645,645,645,645,645,645,646,73.0,10530,1,2,2,6,5,1971,1971,0,0.0,3,3,3,3,1,5,282,2,35,664,981,3,1,981,0,0,981,1,0,1,1,3,1,3,5,7,0,0,1979.0,1,2,576,3,3,2,0,312,40,0,0,0,0,0,3,2007,143250,2.5,352,0,36,0,1,1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
646,646,646,646,646,646,647,60.0,7200,1,3,2,5,5,1950,1950,0,0.0,3,3,0,0,0,0,0,0,0,0,0,4,1,1048,0,0,1048,0,0,1,0,3,1,3,7,6,0,0,1950.0,1,2,420,3,3,2,0,27,0,0,0,0,0,0,7,2008,98300,1.0,27,0,58,0,1,1048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
647,647,647,647,647,647,648,85.0,10452,1,2,2,6,5,1953,1953,2,216.0,3,3,3,3,2,3,500,1,0,594,1094,5,1,1094,0,0,1094,0,0,1,0,3,1,3,5,7,2,4,1953.0,2,2,495,3,3,2,0,0,0,0,287,0,0,0,6,2008,155000,1.0,287,0,55,0,1,2188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
648,648,648,648,648,648,649,70.0,7700,1,3,2,6,5,1966,1966,1,351.0,3,3,3,3,1,1,0,1,0,756,756,3,1,1051,788,0,1839,0,0,1,1,4,1,3,7,7,1,3,1966.0,1,2,442,3,3,2,0,124,216,0,0,0,0,0,6,2010,155000,1.5,340,0,44,0,1,2595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
649,649,649,649,649,649,650,21.0,1936,1,3,2,4,6,1970,1970,0,0.0,3,3,4,3,3,4,131,6,499,0,630,4,1,630,0,0,630,1,0,1,0,1,1,3,3,7,0,0,1970.0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,12,2007,84500,2.0,0,0,37,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
650,650,650,650,650,650,651,65.0,8125,1,3,2,7,6,2007,2007,0,0.0,4,3,4,3,1,1,0,1,0,813,813,5,1,822,843,0,1665,0,0,2,1,3,1,4,7,7,0,0,2007.0,2,2,562,3,3,2,0,0,0,0,0,0,0,0,5,2008,205950,2.5,0,0,1,0,1,2478,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
651,651,651,651,651,651,652,60.0,9084,1,3,2,4,5,1940,1950,0,0.0,3,3,3,3,2,1,0,1,0,755,755,3,1,755,755,0,1510,1,0,1,0,4,1,3,7,7,1,4,1940.0,1,1,296,2,1,1,120,0,0,0,0,0,0,0,10,2009,108000,2.0,0,1,59,0,1,2265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
652,652,652,652,652,652,653,70.0,8750,1,3,2,7,5,1996,1996,0,0.0,4,3,4,3,1,1,0,1,0,880,880,5,1,909,807,0,1716,0,0,2,1,2,1,4,7,7,1,3,1996.0,2,2,512,3,3,2,0,120,0,0,0,0,0,0,7,2009,191000,2.5,120,0,13,0,1,2596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
653,653,653,653,653,653,654,60.0,10320,1,3,2,6,7,1906,1995,0,0.0,3,3,3,3,1,1,0,1,0,756,756,5,1,756,713,0,1469,0,0,1,0,3,1,3,7,7,0,0,1906.0,1,1,216,3,3,2,57,0,239,0,0,0,0,0,6,2008,135000,1.0,239,1,13,0,0,2225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
654,654,654,654,654,654,655,91.0,10437,1,2,2,8,6,1995,1995,1,660.0,4,4,4,3,4,6,1696,1,0,413,2109,5,1,2113,0,0,2113,1,0,2,1,2,1,4,7,7,1,3,1995.0,3,3,839,3,3,2,236,46,0,0,0,0,0,0,8,2008,350000,3.5,46,0,13,0,2,4222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
655,655,655,655,655,655,656,21.0,1680,1,3,2,6,5,1971,1971,1,381.0,3,3,3,3,1,1,0,1,0,525,525,3,1,525,567,0,1092,0,0,1,1,3,1,3,6,7,0,0,1971.0,1,1,264,3,3,2,0,0,0,0,0,0,0,0,3,2010,88000,1.5,0,0,39,0,0,1617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
656,656,656,656,656,656,657,72.0,10007,1,2,2,5,7,1959,2006,1,54.0,4,3,3,3,1,5,806,1,0,247,1053,5,1,1053,0,0,1053,1,0,1,1,3,1,4,5,7,0,0,1959.0,2,1,312,3,3,2,0,0,0,0,0,0,0,0,8,2008,145500,2.5,0,1,2,0,1,2106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
657,657,657,657,657,657,658,60.0,7200,1,3,1,7,6,1931,2000,0,0.0,3,2,4,3,1,1,0,1,0,776,776,3,1,851,651,0,1502,0,0,1,1,3,1,3,6,7,1,4,1931.0,2,1,270,3,3,1,0,0,112,0,0,0,0,0,2,2008,149000,1.5,112,1,8,0,1,2278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
